<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
USDCB;D;20171014;0;57.6196;57.6196;57.6196;57.6196;0
USDCB;D;20171017;0;57.0861;57.0861;57.0861;57.0861;0
USDCB;D;20171018;0;57.3392;57.3392;57.3392;57.3392;0
USDCB;D;20171019;0;57.2721;57.2721;57.2721;57.2721;0
USDCB;D;20171020;0;57.5706;57.5706;57.5706;57.5706;0
USDCB;D;20171021;0;57.5118;57.5118;57.5118;57.5118;0
USDCB;D;20171024;0;57.4706;57.4706;57.4706;57.4706;0
USDCB;D;20171025;0;57.5852;57.5852;57.5852;57.5852;0
USDCB;D;20171026;0;57.614;57.614;57.614;57.614;0
USDCB;D;20171027;0;57.7643;57.7643;57.7643;57.7643;0
USDCB;D;20171028;0;58.0833;58.0833;58.0833;58.0833;0
USDCB;D;20171031;0;57.8716;57.8716;57.8716;57.8716;0
USDCB;D;20171101;0;58.1179;58.1179;58.1179;58.1179;0
USDCB;D;20171102;0;58.1557;58.1557;58.1557;58.1557;0
USDCB;D;20171103;0;58.0869;58.0869;58.0869;58.0869;0
USDCB;D;20171104;0;58.4296;58.4296;58.4296;58.4296;0
USDCB;D;20171108;0;58.4557;58.4557;58.4557;58.4557;0
USDCB;D;20171109;0;59.248;59.248;59.248;59.248;0
USDCB;D;20171110;0;59.2527;59.2527;59.2527;59.2527;0
USDCB;D;20171111;0;59.2808;59.2808;59.2808;59.2808;0
USDCB;D;20171114;0;59.1823;59.1823;59.1823;59.1823;0
USDCB;D;20171115;0;59.6207;59.6207;59.6207;59.6207;0
USDCB;D;20171116;0;60.249;60.249;60.249;60.249;0
USDCB;D;20171117;0;59.9898;59.9898;59.9898;59.9898;0
USDCB;D;20171118;0;59.6325;59.6325;59.6325;59.6325;0
USDCB;D;20171121;0;59.2746;59.2746;59.2746;59.2746;0
USDCB;D;20171122;0;59.4604;59.4604;59.4604;59.4604;0
USDCB;D;20171123;0;59.0061;59.0061;59.0061;59.0061;0
USDCB;D;20171124;0;58.4622;58.4622;58.4622;58.4622;0
USDCB;D;20171125;0;58.5318;58.5318;58.5318;58.5318;0
USDCB;D;20171128;0;58.2773;58.2773;58.2773;58.2773;0
USDCB;D;20171129;0;58.4125;58.4125;58.4125;58.4125;0
USDCB;D;20171130;0;58.3311;58.3311;58.3311;58.3311;0
USDCB;D;20171201;0;58.5814;58.5814;58.5814;58.5814;0
USDCB;D;20171202;0;58.5182;58.5182;58.5182;58.5182;0
USDCB;D;20171205;0;58.9911;58.9911;58.9911;58.9911;0
USDCB;D;20171206;0;58.6924;58.6924;58.6924;58.6924;0
USDCB;D;20171207;0;58.9281;58.9281;58.9281;58.9281;0
USDCB;D;20171208;0;59.2948;59.2948;59.2948;59.2948;0
USDCB;D;20171209;0;59.2811;59.2811;59.2811;59.2811;0
USDCB;D;20171212;0;59.2348;59.2348;59.2348;59.2348;0
USDCB;D;20171213;0;58.837;58.837;58.837;58.837;0
USDCB;D;20171214;0;59.1446;59.1446;59.1446;59.1446;0
USDCB;D;20171215;0;58.7082;58.7082;58.7082;58.7082;0
USDCB;D;20171216;0;58.8987;58.8987;58.8987;58.8987;0
USDCB;D;20171219;0;58.694;58.694;58.694;58.694;0
