,0
2016-01-08,-149516.31872069827
2016-01-09,-7924.416456165141
2016-01-10,-77238.00831291656
2016-01-11,-30677.096779688727
2016-01-12,-43248.64760708151
2016-01-13,-4328.174044456566
2016-01-14,-101802.49333331839
2016-01-15,-248382.37654787453
2016-01-16,-183066.08939423662
2016-01-17,-542126.4898191154
2016-01-18,-403441.5966355344
2016-01-19,-881487.2439220471
2016-01-20,745454.9011756545
2016-01-21,300679.30356109794
2016-01-22,233040.22417769907
2016-01-23,-146657.7168222526
2016-01-24,-158998.68620661634
2016-01-25,-43025.293939662864
2016-01-26,59909.21174763737
2016-01-27,65384.216267683165
2016-01-28,-52784.70722593891
2016-01-29,-9629.361036542774
2016-01-30,-193112.9185286874
2016-01-31,3688.665734235692
2016-02-01,16860.999666955846
2016-02-02,17939.406871484796
2016-02-03,98687.22141836514
2016-02-04,54867.564628402266
2016-02-05,24129.724907977885
2016-02-06,8222.49816690007
2016-02-07,-60519.11335567376
2016-02-08,38946.89272832536
2016-02-09,121866.65774061173
2016-02-10,29422.66706804186
2016-02-11,104705.44434928757
2016-02-12,-4904.1950199565035
2016-02-13,-63722.43887447432
2016-02-14,-176422.60224885397
2016-02-15,-5239.850153083593
2016-02-16,-230373.44982983958
2016-02-17,-76597.34507455956
2016-02-18,-299715.9225623065
2016-02-19,-839497.0695707579
2016-02-20,1156411.734388854
2016-02-21,121701.16247480037
2016-02-22,228972.28615766927
2016-02-23,65860.06303243025
2016-02-24,282364.81421860994
2016-02-25,57068.43055203694
2016-02-26,120019.5229099044
2016-02-27,123107.44477283387
2016-02-28,-115134.14377384371
2016-02-29,267963.57879441115
2016-03-01,41730.61926149571
2016-03-02,92325.56724764267
2016-03-03,24587.69119598373
2016-03-04,126650.8916909117
2016-03-05,72501.31235970938
2016-03-06,61483.32098978839
2016-03-07,-55971.93474381996
2016-03-08,-51346.44703899455
2016-03-09,33091.899146065814
2016-03-10,11593.373169952538
2016-03-11,-39190.319202739454
2016-03-12,-112167.46825827417
2016-03-13,-68752.41830086932
2016-03-14,-9808.3198808874
2016-03-15,14795.40160005202
2016-03-16,-50591.717396070715
2016-03-17,-179672.10685453078
2016-03-18,-281456.6054292924
2016-03-19,-422917.1832484744
2016-03-20,-548442.2515042706
2016-03-21,374513.7214407731
2016-03-22,458252.09858942614
2016-03-23,2082.9322075928794
2016-03-24,18897.01080179133
2016-03-25,-124214.69692656398
2016-03-26,-97902.52928400587
2016-03-27,-247528.38042276382
2016-03-28,43725.35074668328
2016-03-29,15583.706097076822
2016-03-30,95282.03253999195
2016-03-31,60444.48435503748
2016-04-01,26474.170866813365
2016-04-02,-107410.44648609107
2016-04-03,-169681.19840193127
2016-04-04,15509.122590314713
2016-04-05,155057.57008245558
2016-04-06,136009.7944477484
2016-04-07,78836.00492071983
2016-04-08,62769.455400004575
2016-04-09,-70361.60038671506
2016-04-10,-51611.45221954258
2016-04-11,123449.86038643666
2016-04-12,102124.71622202915
2016-04-13,-7353.153888514498
2016-04-14,-73826.42951910762
2016-04-15,47309.65381297405
2016-04-16,-20089.858935459517
2016-04-17,-147386.59543394268
2016-04-18,-133748.65900933766
2016-04-19,356112.9231846603
2016-04-20,829609.178797055
2016-04-21,2404.868762011174
2016-04-22,235251.19042011106
2016-04-23,-231870.24296323338
2016-04-24,-256573.0268410733
2016-04-25,56770.78679937575
2016-04-26,117807.70687358704
2016-04-27,-64358.15473529513
2016-04-28,3888.605382756825
2016-04-29,-176642.8106285414
2016-04-30,-166703.66198624705
2016-05-01,-146191.266312721
2016-05-02,-44697.18128921185
2016-05-03,-111905.21172112238
2016-05-04,-72603.9132567546
2016-05-05,-166974.75061170285
2016-05-06,14300.180157079856
2016-05-07,-3376.7591570299846
2016-05-08,-192277.1870134197
2016-05-09,-107963.70955070583
2016-05-10,104306.05699340702
2016-05-11,30498.525766706385
2016-05-12,82931.48147484248
2016-05-13,-10518.563317933702
2016-05-14,-107679.92589740735
2016-05-15,-157513.2801447815
2016-05-16,330.9607060395356
2016-05-17,73595.58570981206
2016-05-18,-118026.61282492755
2016-05-19,-387074.82446306
2016-05-20,118664.30180571298
2016-05-21,-222293.40711814794
2016-05-22,-381020.3485809732
2016-05-23,219384.78275663865
2016-05-24,77274.94080092566
2016-05-25,-63536.24688232376
2016-05-26,-71809.52946599483
2016-05-27,-66697.464442737
2016-05-28,-90822.77694055135
2016-05-29,-221068.06661709538
2016-05-30,23858.716415345087
2016-05-31,129265.81874737184
2016-06-01,21867.458068642358
2016-06-02,105315.41144335395
2016-06-03,144148.60456208262
2016-06-04,-85916.07471519223
2016-06-05,17060.970449760614
2016-06-06,45231.15096445335
2016-06-07,19618.288083538966
2016-06-08,50032.04489616054
2016-06-09,-103209.31942584747
2016-06-10,-96421.35593471766
2016-06-11,-94084.92047199392
2016-06-12,-96118.51807646517
2016-06-13,25160.535847206425
2016-06-14,-66775.4721538924
2016-06-15,-64542.68174552545
2016-06-16,-72566.93126215454
2016-06-17,-96998.67413691158
2016-06-18,-312012.46130576043
2016-06-19,-1603323.8264002847
2016-06-20,326672.01281968376
2016-06-21,452653.4160331256
2016-06-22,104807.40157043224
2016-06-23,202005.5869457613
2016-06-24,32788.41934389298
2016-06-25,-85046.95568302966
2016-06-26,-111264.23865127796
2016-06-27,111982.04125114813
2016-06-28,150669.24059152036
2016-06-29,70782.51399499667
2016-06-30,-53422.5745676127
2016-07-01,129734.53632807269
2016-07-02,-77172.99332998613
2016-07-03,-183959.37130812556
2016-07-04,65470.04885958304
2016-07-05,74252.2838361612
2016-07-06,-67843.48684198575
2016-07-07,-113979.99757814212
2016-07-08,-89468.60330776978
2016-07-09,-109598.10023013531
2016-07-10,-118753.47541254715
2016-07-11,193116.27699083983
2016-07-12,71505.9391222414
2016-07-13,6653.382624835795
2016-07-14,-18599.570558896405
2016-07-15,31450.893591455882
2016-07-16,-103671.22350600944
2016-07-17,-68983.4765985363
2016-07-18,-65673.78297154943
2016-07-19,-821539.8827966657
2016-07-20,279007.75750069995
2016-07-21,1079036.588762934
2016-07-22,4251.241396717145
2016-07-23,-4920.224632134603
2016-07-24,-69215.0730062867
2016-07-25,430055.46792551083
2016-07-26,4594.334408836759
2016-07-27,112746.92847384565
2016-07-28,-49238.74513548089
2016-07-29,-58045.67039930314
2016-07-30,-83475.70830144244
2016-07-31,-64445.23921070559
2016-08-01,272985.0800669371
2016-08-02,198918.78283429495
2016-08-03,54609.069410306605
2016-08-04,321862.7664012876
2016-08-05,84677.79005123292
2016-08-06,12410.106486706878
2016-08-07,58163.19850866322
2016-08-08,86222.87091695683
2016-08-09,42950.64795606714
2016-08-10,-80866.9942008917
2016-08-11,9682.180780745985
2016-08-12,35497.84708363026
2016-08-13,-12189.331084656762
2016-08-14,-93667.7297676316
2016-08-15,60490.51600486023
2016-08-16,8098.841091602226
2016-08-17,-35320.31320613285
2016-08-18,-454122.66270338965
2016-08-19,-862471.37911615
2016-08-20,-878994.4595765594
2016-08-21,-335852.9720629202
2016-08-22,450760.358571394
2016-08-23,1103216.0585267954
2016-08-24,540678.7819279288
2016-08-25,307149.816344928
2016-08-26,83123.47283634028
2016-08-27,-107407.08149976927
2016-08-28,-74547.48133979332
2016-08-29,83603.30035812252
2016-08-30,30093.21168841672
2016-08-31,84475.79041997797
2016-09-01,-72442.22297870921
2016-09-02,94541.66754499928
2016-09-03,-255600.68367352063
2016-09-04,-42549.219776713595
2016-09-05,80801.95986083074
2016-09-06,96437.63347088678
2016-09-07,102451.93039990934
2016-09-08,77316.99381736171
2016-09-09,144393.2720240943
2016-09-10,-41589.55050710868
2016-09-11,116279.49499007443
2016-09-12,60847.805229731806
2016-09-13,13736.102852473574
2016-09-14,84650.55913674716
2016-09-15,32891.81152450442
2016-09-16,13456.759029375738
2016-09-17,-216064.09240090637
2016-09-18,-506999.07295221544
2016-09-19,-413630.21526843705
2016-09-20,1086149.8738373169
2016-09-21,879801.543980309
2016-09-22,-436000.3479874083
2016-09-23,-181126.62412790023
2016-09-24,-90500.05121653734
2016-09-25,-112640.41699635421
2016-09-26,41080.89728157254
2016-09-27,71301.9437256461
2016-09-28,7595.234276966075
2016-09-29,317710.4837613232
2016-09-30,-222830.0652778096
2016-10-01,-145132.26683881314
2016-10-02,-183720.9335585964
2016-10-03,-194996.16745789562
2016-10-04,-70218.1696926341
2016-10-05,-29404.177377982705
2016-10-06,-12557.31860118157
2016-10-07,24731.250458717084
2016-10-08,2785.8063560219307
2016-10-09,-118927.9458747436
2016-10-10,15140.567464604435
2016-10-11,47297.84964502753
2016-10-12,69176.74255997408
2016-10-13,17910.53736508469
2016-10-14,5177.165554973326
2016-10-15,14043.234323266282
2016-10-16,-85654.83085494731
2016-10-17,-144439.43942166303
2016-10-18,-208531.73133411986
2016-10-19,-345987.70575393096
2016-10-20,-192157.449702002
2016-10-21,1170057.1738786255
2016-10-22,-43615.9106418849
2016-10-23,-373639.65401580115
2016-10-24,286673.4434030609
2016-10-25,318282.4220038181
2016-10-26,119645.26638423814
2016-10-27,125602.99795765808
2016-10-28,312878.85265902546
2016-10-29,-119376.07685932651
2016-10-30,33699.884918813215
2016-10-31,125174.63329746533
2016-11-01,101536.38071163028
2016-11-02,81858.36540131677
2016-11-03,72349.21730692274
2016-11-04,16960.199601119544
2016-11-05,49068.355226902466
2016-11-06,-7164.772022059071
2016-11-07,-481.61701181458193
2016-11-08,33709.86240363415
2016-11-09,32991.57226732047
2016-11-10,-90631.66874180228
2016-11-11,38682.12618830048
2016-11-12,-49567.18179489981
2016-11-13,-119046.2795502085
2016-11-14,-23067.42307533222
2016-11-15,135153.04064223566
2016-11-16,14036.509164702147
2016-11-17,-131698.96365828146
2016-11-18,1024922.6888043873
2016-11-19,-262956.32633328135
2016-11-20,-919833.548018876
2016-11-21,-7655.024295114388
2016-11-22,28185.592373156163
2016-11-23,-133913.95554485754
2016-11-24,-380.15626357356086
2016-11-25,45906.180299081694
2016-11-26,-85957.72981618106
2016-11-27,-202149.75669515802
2016-11-28,-43766.169984857814
2016-11-29,-95.4497925057949
2016-11-30,27255.612111577502
2016-12-01,53090.56108564889
2016-12-02,32917.21889381998
2016-12-03,-23543.593463291123
2016-12-04,-51712.06828308583
2016-12-05,42057.283622223826
2016-12-06,-21014.589308034192
2016-12-07,36552.071672407474
2016-12-08,-84373.69327749996
2016-12-09,-25620.045068453488
2016-12-10,-11691.136651073248
2016-12-11,-31435.214752237487
2016-12-12,400794.4467727693
2016-12-13,76845.20640859153
2016-12-14,89080.0755688335
2016-12-15,-56345.66295858496
2016-12-16,179904.83427410002
2016-12-17,-109116.03873584032
2016-12-18,-617827.386441465
2016-12-19,-249732.31243445922
2016-12-20,-739494.4989928222
2016-12-21,1030009.3603474292
2016-12-22,975508.013635412
2016-12-23,470370.61229903065
2016-12-24,-8263.362904066918
2016-12-25,82337.9308621315
2016-12-26,143156.9290962091
2016-12-27,248821.12926456137
2016-12-28,-21265.093908789946
2016-12-29,182310.14484805815
2016-12-30,131986.0192920217
2016-12-31,-91589.3404251149
2017-01-01,43007.961411599215
2017-01-02,16505.422528946685
2017-01-03,86026.77517740313
2017-01-04,-26834.286724895413
2017-01-05,213.50090266630286
2017-01-06,-37963.24509369314
2017-01-07,-39994.41185036383
2017-01-08,-33602.917889909324
2017-01-09,-14847.662638365466
2017-01-10,-432.10748670549947
2017-01-11,-115071.85146026389
2017-01-12,-76493.18580136806
2017-01-13,67456.45453465095
2017-01-14,-109445.68170977064
2017-01-15,-199968.3117201861
2017-01-16,93677.59471350966
2017-01-17,-427882.6746164445
2017-01-18,-370592.96266545926
2017-01-19,-590922.5814866722
2017-01-20,432035.98106426233
2017-01-21,-338765.71130810014
2017-01-22,-336212.10456139385
2017-01-23,205414.82564816927
2017-01-24,182957.8965588892
2017-01-25,82749.80924904728
2017-01-26,-140907.8604586355
2017-01-27,1357.093770591251
2017-01-28,-75158.75176314378
2017-01-29,-194480.63282435152
2017-01-30,21405.14110168934
2017-01-31,-48255.18837874988
2017-02-01,28649.16112265372
2017-02-02,-113561.15190349889
2017-02-03,-148343.488445215
2017-02-04,-150550.98419674777
2017-02-05,-127259.56148028446
2017-02-06,-116808.61428660556
2017-02-07,-90649.13572437139
2017-02-08,-118050.44263859649
2017-02-09,102787.99468867065
2017-02-10,-124643.66877516822
2017-02-11,-32333.715552277383
2017-02-12,-57804.12459475134
2017-02-13,-17808.618642722693
2017-02-14,-19127.94085327274
2017-02-15,-54076.8728136936
2017-02-16,-132203.22432890435
2017-02-17,-185579.0757000266
2017-02-18,-361562.1838385232
2017-02-19,-1108371.0802597941
2017-02-20,648042.9219030968
2017-02-21,295164.52555700066
2017-02-22,58428.779743324616
2017-02-23,-72609.4185106816
2017-02-24,-102374.81196358387
2017-02-25,-181464.7765948511
2017-02-26,-469.4287613048509
2017-02-27,-38167.57817786542
2017-02-28,221916.96505812078
2017-03-01,-10536.300647416385
2017-03-02,-15789.331779100175
2017-03-03,55394.98761777561
2017-03-04,188675.0653239908
2017-03-05,-8398.530866012938
2017-03-06,112363.39480356565
2017-03-07,47150.68257982351
2017-03-08,75677.92449776176
2017-03-09,143202.48568949246
2017-03-10,78014.01095312543
2017-03-11,-95550.6658873379
2017-03-12,-42680.224847545585
2017-03-13,-1927.513976050468
2017-03-14,-66055.31740564824
2017-03-15,65786.80136726802
2017-03-16,59796.91987876018
2017-03-17,-64698.831421584764
2017-03-18,-111170.70774362455
2017-03-19,-113067.02268068353
2017-03-20,-77537.96759254468
2017-03-21,922251.5313569098
2017-03-22,62160.9568517626
2017-03-23,-37109.197875668004
2017-03-24,24875.5553982642
2017-03-25,-161721.61599123804
2017-03-26,-83755.92671482216
2017-03-27,155829.86786385716
2017-03-28,55236.90927958471
2017-03-29,17196.996027302113
2017-03-30,-25473.56126978458
2017-03-31,-617.2584507208958
2017-04-01,-103158.41384369918
2017-04-02,-62025.59684076508
2017-04-03,61726.78654636575
2017-04-04,40261.04079190671
2017-04-05,264572.0762845954
2017-04-06,86912.2199299213
2017-04-07,60860.47895230308
2017-04-08,5288.189067982108
2017-04-09,25776.369305970875
2017-04-10,-17079.193904324056
2017-04-11,267943.91131941305
2017-04-12,175435.81682501157
2017-04-13,-12273.302981849381
2017-04-14,59795.48847819248
2017-04-15,-1898.3657651638205
2017-04-16,-3722.017470376013
2017-04-17,-81457.42934599723
2017-04-18,-657.0321724684909
2017-04-19,-78252.19543831603
2017-04-20,335684.98741809407
2017-04-21,-345035.8368988229
2017-04-22,92418.7054656616
2017-04-23,-152288.6872383728
2017-04-24,22503.634108973434
2017-04-25,94958.41039018118
2017-04-26,50067.36997877603
2017-04-27,-123821.21717902701
2017-04-28,14461.219245576503
2017-04-29,-84528.36286430946
2017-04-30,-92423.6989202059
2017-05-01,4376.760002012117
2017-05-02,50242.362738085474
2017-05-03,-67208.63216349488
2017-05-04,243205.87132872673
2017-05-05,-17335.099726069137
2017-05-06,37926.811130201415
2017-05-07,-33464.883036179905
2017-05-08,-50773.41494542554
2017-05-09,-41784.52757712605
2017-05-10,79835.11506595984
2017-05-11,-129015.7772356203
2017-05-12,42656.610718467826
2017-05-13,-24174.50377672937
2017-05-14,169784.93923060477
2017-05-15,-70469.20450363544
2017-05-16,10066.271001386544
2017-05-17,-34195.5516401199
2017-05-18,8986.505094522377
2017-05-19,567198.6920287487
2017-05-20,-617381.6651407375
2017-05-21,-452329.7749254247
2017-05-22,-37399.177064025775
2017-05-23,106264.87066994718
2017-05-24,-54827.13540073478
2017-05-25,-68596.75433735966
2017-05-26,28203.70926866145
2017-05-27,-28923.230047154764
2017-05-28,-66963.10352967071
2017-05-29,-109553.3349878765
2017-05-30,603737.0983000784
2017-05-31,176896.08587121608
2017-06-01,42134.5995512034
2017-06-02,41091.70823916556
2017-06-03,-116832.69170954186
2017-06-04,-169740.03326476712
2017-06-05,-20549.101388424548
2017-06-06,26313.31272087572
2017-06-07,203214.61934432405
2017-06-08,124590.311332649
2017-06-09,229517.31690416695
2017-06-10,-56206.762674403144
2017-06-11,-94943.25113367377
2017-06-12,-5347.150484550919
2017-06-13,-2660.796277095418
2017-06-14,24546.4967306169
2017-06-15,-46239.2737855959
2017-06-16,118576.52286075894
2017-06-17,-55226.576378330166
2017-06-18,-351634.5451147617
