<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
USDCB;D;20160429;000000;65.1133000;65.1133000;65.1133000;65.1133000;0
USDCB;D;20160430;000000;64.3334000;64.3334000;64.3334000;64.3334000;0
USDCB;D;20160505;000000;66.1718000;66.1718000;66.1718000;66.1718000;0
USDCB;D;20160506;000000;65.8918000;65.8918000;65.8918000;65.8918000;0
USDCB;D;20160507;000000;66.1928000;66.1928000;66.1928000;66.1928000;0
USDCB;D;20160511;000000;66.3277000;66.3277000;66.3277000;66.3277000;0
USDCB;D;20160512;000000;66.2428000;66.2428000;66.2428000;66.2428000;0
USDCB;D;20160513;000000;64.9607000;64.9607000;64.9607000;64.9607000;0
USDCB;D;20160514;000000;64.9306000;64.9306000;64.9306000;64.9306000;0
USDCB;D;20160517;000000;64.8895000;64.8895000;64.8895000;64.8895000;0
USDCB;D;20160518;000000;64.5138000;64.5138000;64.5138000;64.5138000;0
USDCB;D;20160519;000000;65.0641000;65.0641000;65.0641000;65.0641000;0
USDCB;D;20160520;000000;66.2110000;66.2110000;66.2110000;66.2110000;0
USDCB;D;20160521;000000;66.3775000;66.3775000;66.3775000;66.3775000;0
USDCB;D;20160524;000000;67.0475000;67.0475000;67.0475000;67.0475000;0
USDCB;D;20160525;000000;67.0493000;67.0493000;67.0493000;67.0493000;0
USDCB;D;20160526;000000;65.8949000;65.8949000;65.8949000;65.8949000;0
USDCB;D;20160527;000000;65.2062000;65.2062000;65.2062000;65.2062000;0
